afferenet,animal,use,popCode,dontUSE,figure,cell,treatment,treatment_text,treatment_class,Cancer,Chemotherapy,note,#NAME?,autoClass,manualClass,high_firing_Hz,receptiveField,Trial#,TrigStart.R,ms.F,Dyn.pfr,stat.halfHold,stat.firstSpikeHold,Stat.HzEnd,dyn.halfRamp,Stat.pps,Stat.avg,Stat.HzSTD,Dyn.IB,Thr.T,Thr.F,Thr.L,Stat.LSpkT,Stat.LSpkF,Dyn.spkNum,Stat.spkNum,Dyn.DI,Dyn.slp,Stat.slp,cond_delay
A100401_22_107_cell 4,A100401_22_107,0,,,,cell 4,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,57.097665,19.836105,61.637081,0.099755,0.099755,0.099755,0.099755,0.099607,0.099755,0,0,9977.333,-17.376541,0.239428,9927.333,2.459564,0,1,61.537325,0,,
A100401_22_107_cell 4,A100401_22_107,1,1,,,cell 4,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,77.106999,0.333807,67.640693,0.099737,0.099737,0.099737,0.099737,0.099562,0.099737,0,0,7.439,5.594538,0.333309,9998.607,1.031189,2,1,67.540956,0,,
A100401_22_107_cell 4,A100401_22_107,0,,,,cell 4,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,97.185999,0.307598,114.468864,0.099729,0.099729,0.099729,0.099729,0.099729,0.099729,0,0,13.607,11.952381,0.514637,9999.543,0.633697,2,1,114.369136,0,,
A100401_22_107_cell 5,A100401_22_107,0,,,,cell 5,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,53.178561,20.193653,23.355755,0.041606,0.041606,23.355755,0.041606,0.041606,0,0,0,19972.997,11.46849,-0.070268,-4112.235,12.562256,0,0,23.314149,0,,
A100401_22_107_cell 5,A100401_22_107,0,,,,cell 5,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,73.134999,0.836366,175.070028,0.049837,0.049837,175.070028,175.070028,0.049837,0,0,231.481481,16.559,30.825776,1.593246,-23.409,19.322968,3,0,175.020191,16017.09525,,
A100401_22_107_cell 5,A100401_22_107,1,,,,cell 5,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,93.213999,0.75543,0.049837,0.055903,0.055903,0.049837,0.055903,0.055903,0,0,0,13.031,16.404298,1.018866,-36.969,17.159729,1,0,-0.006066,0,,
A100401_22_112_cell 1,A100401_22_112,1,,,,cell 1,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,29.706,0.33738,0.115971,0.4382,0.881312,0.880418,0.881312,0.30167,0.614998,0.315493,0,52.454,19.396958,0.608469,7265.574,19.939423,1,4,-0.322228,0,-0.081641,
A100401_22_112_cell 1,A100401_22_112,0,,,,cell 1,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,43.836999,0.336826,2.234857,0.161824,1.32376,0.504122,1.32376,0.205339,0.663235,0.597086,0,55.343,19.209137,0.634103,8168.559,19.881475,1,3,2.073033,0,-0.188029,
A100401_22_112_cell 1,A100401_22_112,0,,,,cell 1,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,57.967998,0.246603,1.501069,1.019992,2.067414,2.480749,2.067414,1.674436,18.132442,21.446679,0,107.432,19.457218,0.679692,9491.016,19.515628,0,18,0.481077,0,0.734461,
A100401_22_117_cell 2.5,A100401_22_117,1,,,,cell 2.5,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,134.474104,12.842741,0.465581,0.070725,0.070725,0.465581,0.070725,0.070725,0,0,0,-0.002,4.506502,0.063468,-50.002,17.349243,1,0,0.394856,0,,2.26
A100401_22_117_cell 2.5,A100401_22_117,0,,,,cell 2.5,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,148.572,6.400129,0.070725,0.070742,0.070742,0.070725,0.070725,0.070742,0,0,0,41.366,13.639747,0.174456,-8.634,20.039876,1,0,-0.000017,0,,2.26
A100401_22_117_cell 2.5,A100401_22_117,0,,,,cell 2.5,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,162.703,6.399251,0.070742,0.052666,0.052666,0.070742,0.070742,0.052666,0,0,0,46.174,15.217368,0.19168,-3.826,21.616618,1,0,0.018076,0,,2.26
A100401_22_117_cell 3,A100401_22_117,1,,,,cell 3,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,226.428,6.38348,0.070754,0.070767,0.070767,0.070754,0.070754,0.070767,0,0,0,27.734,19.419133,0.239993,-22.266,25.802612,1,0,-0.000013,0,,2.2
A100401_22_117_cell 3,A100401_22_117,0,,,,cell 3,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,240.559,6.384065,0.070767,0.070728,0.070728,0.070767,0.070767,0.070728,0,0,0,27.598,18.874318,0.227569,-22.402,25.258383,1,0,0.000039,0,,2.2
A100401_22_117_cell 3,A100401_22_117,0,,,,cell 3,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,254.69,6.38639,0.070728,0,0,0.070728,0.070728,0,0,0,0,35.286,24.746627,0.332348,-14.714,31.133017,1,0,0.070728,0,,2.2
A100401_22_117_cell 4,A100401_22_117,0,,,,cell 4,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,130.32,-0.325411,152.068127,2.863295,169.376694,15.432099,651.041667,7.09824,30.165716,47.351223,694.444444,16.07,5.487968,1.043488,9907.638,17.995198,13,82,149.204832,-16530.46979,-6.286514,2.07
A100401_22_117_cell 4,A100401_22_117,0,,,,cell 4,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,144.451,-0.325118,192.901235,1.441753,143.678161,13.252757,408.496732,14.945002,24.787909,33.554039,548.245614,15.454,4.979049,1.009367,9946.574,17.990112,12,69,191.459481,-11838.41613,-4.828326,2.07
A100401_22_117_cell 4,A100401_22_117,1,,,,cell 4,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,158.582,-0.322305,219.298246,1.941235,202.265372,4.623465,365.497076,6.590741,32.308477,46.217811,534.188034,14.982,4.594766,0.991547,9889.846,17.995198,12,66,217.357011,-9823.495408,-5.456703,2.07
A100401_22_117_cell 7,A100401_22_117,1,1,,,cell 7,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,6.974,0.013902,224.014337,4.307077,212.585034,27.593819,212.585034,6.977004,34.209207,38.861845,301.932367,9.702,3.220962,0.183673,9889.798,18.391927,11,136,219.70726,-1892.841782,-5.716852,2.17
A100401_22_117_cell 7,A100401_22_117,0,,,,cell 7,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,21.105,0.014562,191.131498,8.157139,189.393939,52.876481,212.585034,16.378407,33.739419,37.186033,224.014337,10.334,3.484787,0.209586,9977.358,18.4021,10,133,182.974359,-639.204812,-6.177004,2.17
A100401_22_117_cell 7,A100401_22_117,0,,,,cell 7,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,35.236,0.017052,194.70405,15.558875,191.131498,14.966475,202.265372,5.855349,40.174128,47.925099,210.43771,11.782,4.250323,0.228212,9863.894,18.351237,9,122,179.145175,297.1085,-6.701086,2.17
A100401_22_117_cell 8,A100401_22_117,1,,,,cell 8,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,24.352,-0.108714,54.395126,13.363267,76.875769,14.000896,0.242403,0.242872,21.547134,10.040707,0,26.566,9.386058,0.395148,9989.414,17.552693,2,181,41.031859,2945.644207,-2.617938,13.9
A100401_22_117_cell 8,A100401_22_117,0,,,0,cell 8,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,38.483,-0.106446,53.282182,16.087516,68.082789,14.923591,0.242872,0.24165,20.305627,8.32406,0,25.806,9.154908,0.374249,9970.318,17.456055,2,178,37.194666,2826.050205,-2.164243,13.9
A100401_22_117_cell 8,A100401_22_117,0,,,0,cell 8,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,52.614,-0.110251,53.011026,15.489467,53.418803,13.769553,0.24165,0.240998,19.399129,6.840195,0,27.542,9.743634,0.379333,9956.79,17.344157,2,174,37.521559,2797.358818,-1.850588,13.9
A100401_22_117_cell 9,A100401_22_117,0,,,,cell 9,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,12.029,-0.326692,134.408602,0.07083,0.07083,134.408602,134.408602,0.07083,0,0,204.248366,12.27,5.71813,0,-25.394,8.361816,3,0,134.337772,-9387.065035,0,2.36
A100401_22_117_cell 9,A100401_22_117,0,,,,cell 9,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,26.16,-0.327021,129.399586,0.070833,0.070833,129.399586,129.399586,0.070833,0,0,0,11.942,5.041987,0,-25.098,8.514404,3,0,129.328753,-7988.083922,0,2.36
A100401_22_117_cell 9,A100401_22_117,1,1,,,cell 9,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,40.291,-0.322923,217.013889,0.099118,0.099118,217.013889,76.312576,0.099118,0,0,217.013889,11.614,4.931077,0,-20.674,10.08606,3,1,216.914771,30534.13901,0,2.36
A100401_22_117_cell 12,A100401_22_117,1,,,,cell 12,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,61.761,64.46688,0.070763,0.070741,0.070741,0.070763,0.070763,0.070741,0,0,0,45.662,17.06083,0,-4.338,81.52771,1,0,0.000022,0,0,1.81
A100401_22_117_cell 12,A100401_22_117,0,,,,cell 12,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,75.892,64.462493,0.070763,0.070767,0.070741,0.070741,0.070741,0.070767,0.070741,0,0,50.662,18.555495,0,0.662,83.017987,1,1,-0.000004,0,0,1.81
A100401_22_117_cell 12,A100401_22_117,0,,,,cell 12,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,90.023,64.460334,0.070741,0.031733,0.070767,0.070767,0.070767,0.031733,0.070767,0,0,50.478,18.53222,0,0.478,82.992554,1,1,0.039008,0,0,1.81
A100401_22_128_cell 2,A100401_22_128,1,,,,cell 2,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,30.54,0.880028,98.736177,0.070942,0.070942,98.736177,51.695616,0.070942,0,0,0,10.502,3.900514,0.170269,-2.49,19.226074,4,0,98.665235,-1554.467982,0,2.53
A100401_22_128_cell 2,A100401_22_128,0,,,,cell 2,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,44.670999,0.743931,84.345479,0.070959,105.752961,105.752961,58.356676,0.070959,105.752961,0,0,12.623,4.770487,0.232326,1.071,20.431882,4,1,84.27452,2192.038046,0,2.53
A100401_22_128_cell 2,A100401_22_128,0,,,,cell 2,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,58.801998,0.783793,90.57971,0.070955,96.006144,96.006144,59.185606,0.070955,96.006144,0,0,12.728,4.513005,0.199108,1.08,20.570664,4,1,90.508755,2843.668848,0,2.53
A100401_22_128_cell 4,A100401_22_128,1,1,,,cell 4,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,183.555,0.208729,385.802469,0.099953,0.099953,0.099953,0.099953,0.247359,0.099953,0,385.802469,7.262,16.755593,0.72536,9964.542,12.86879,2,1,385.702516,0,0,1.93
A100401_22_128_cell 4,A100401_22_128,0,,,,cell 4,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,197.605998,0.134365,0.247359,0.099917,0.099917,0.099917,0.099917,0.247377,0.099917,0,0,6.248,12.789466,0.525159,9964.536,12.782869,1,1,0.147442,0,0,1.93
A100401_22_128_cell 4,A100401_22_128,0,,,,cell 4,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,211.656999,0.125726,0.247377,0.099914,0.099914,0.099914,0.099914,0.349324,0.099914,0,0,5.951,11.476767,0.461336,9964.575,12.287322,1,1,0.147463,0,0,1.93
A100401_22_128_cell 6,A100401_22_128,1,,,,cell 6,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,98.892,0.410644,143.678161,2.42051,125.502008,3.528084,170.765027,0.382039,18.646006,30.675616,0,12.518,6.377701,0.402415,8287.974,20.341238,7,23,141.25765,-1148.409992,-6.247885,2.52
A100401_22_128_cell 6,A100401_22_128,0,,,,cell 6,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,113.022999,0.375739,115.740741,1.099384,73.099415,8.20533,210.43771,0.167056,8.454711,15.703985,210.43771,13.103,6.994983,0.468226,8108.175,20.517077,7,20,114.641356,-2984.442445,-1.966236,2.52
A100401_22_128_cell 6,A100401_22_128,0,,,,cell 6,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,127.153998,0.557311,98.736177,0.515141,51.062092,1.112535,162.760417,0.269175,11.914926,20.227044,0,13.208,6.712594,0.388388,8695.752,20.311446,6,13,98.221036,-3491.211973,-3.490675,2.52
A100401_22_128_cell 7,A100401_22_128,1,,,,cell 7,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,30.933,1.342169,65.513627,0.049713,0.049713,65.513627,0.08576,0.049713,0,0,0,28.862,11.422715,0.275748,-5.874,18.777213,2,0,65.463914,4286.416876,0,2.26
A100401_22_128_cell 7,A100401_22_128,0,,,,cell 7,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,51.063999,1.351077,62.003968,0.049712,0.049712,62.003968,0.049713,0.049712,0,0,0,28.775,11.083564,0.269748,-5.097,18.755232,2,0,61.954256,3841.409704,0,2.26
A100401_22_128_cell 7,A100401_22_128,0,,,,cell 7,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,71.194998,1.370454,62.562563,0.062023,0.062023,62.562563,0.049712,0.062023,0,0,0,29.6,11.783349,0.257627,-4.416,19.281296,2,0,62.50054,3910.964098,0,2.26
A100401_22_128_cell 9,A100401_22_128,0,,,,cell 9,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,19.092999,2.859536,93.423019,0.498405,93.005952,5.218771,0.088547,0.159596,9.971481,24.058872,0,49.694,13.067915,0.311914,8763.567,21.799542,3,14,92.924614,8719.588198,-3.732488,2.74
A100401_22_128_cell 9,A100401_22_128,0,,,,cell 9,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,39.223998,2.941923,3.53287,2.006485,2.563156,1.199455,3.53287,0.486624,4.521957,5.017326,0,43.016,16.328475,0.268785,9532.248,21.330878,1,22,1.526385,0,-0.709665,2.74
A100401_22_128_cell 9,A100401_22_128,1,,,,cell 9,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,59.355,3.004277,0.117048,0.722176,9.113444,1.6185,0.117048,0.082984,11.288016,18.790217,0,32.255,18.903893,0.29142,9988.878,21.610624,1,28,-0.605128,0,-1.823143,2.74
A100401_22_128_cell 10,A100401_22_128,0,,,,cell 10,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,111.948999,-0.23291,74.671446,0.054095,0.054095,74.671446,43.402778,0.054095,0,0,0,12.287,5.837791,0.702347,-1.281,20.268396,3,0,74.617351,2334.876632,0,2.36
A100401_22_128_cell 10,A100401_22_128,1,,,,cell 10,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,132.079998,-0.014614,2.020104,0.125919,25.751957,6.86436,25.751957,0.125919,26.536923,23.181364,0,17.144,7.981518,0.500936,2111.832,20.548321,2,17,1.894185,0,-3.783838,2.36
A100401_22_128_cell 10,A100401_22_128,0,,,,cell 10,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,152.211,-0.037878,0.099632,0.100146,21.769418,17.203413,21.769418,0.100146,19.486416,3.228653,0,9.374,4.382455,0.316504,63.438,20.855677,2,3,-0.000514,0,0,2.36
A100401_22_128_cell 11,A100401_22_128,0,,1,,cell 11,1,wt,wt_ra1,0,0,,1,ra1,sa2,,,,9.634551,-0.179441,77.736318,0.086875,88.276836,16.680011,0.291054,0.086875,38.271984,15.34303,0,28.079,5.680598,0.412771,2550.255,20.955767,3,50,77.649444,6020.309756,-18.754372,2.7
A100401_22_128_cell 11,A100401_22_128,1,,1,,cell 11,1,wt,wt_ra1,0,0,,1,ra1,sa2,,,,29.784,0.011291,81.380208,0.054126,67.640693,15.489467,84.688347,0.054126,34.892187,12.336197,0,9.062,4.3876,0.232955,1614.87,20.623888,4,85,81.326082,-124.0504,-25.125191,2.7
A100401_22_128_cell 11,A100401_22_128,0,,1,,cell 11,1,wt,wt_ra1,0,0,,1,ra1,sa2,,,,49.914999,0.015114,78.914141,0.086677,65.720294,15.687751,84.005376,0.086677,35.031263,11.922877,0,9.119,4.449898,0.20519,1372.959,20.639147,4,43,78.827464,-264.686819,-28.734269,2.7
A100401_22_128_cell 12,A100401_22_128,0,,,,cell 12,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,28.803999,0.96279,221.631206,6.790526,224.014337,3.912363,315.656566,15.524093,34.987649,39.004228,325.520833,15.047,7.311652,0.793054,9992.055,17.323086,11,110,214.84068,-2925.943348,-6.82074,2.34
A100401_22_128_cell 12,A100401_22_128,0,,,,cell 12,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,48.934998,1.09992,204.248366,17.317817,212.585034,120.423892,310.945274,6.167357,32.772799,41.603805,315.656566,13.136,6.22012,0.564396,9893.136,16.749063,12,108,186.930549,-1888.047101,-7.623934,2.34
A100401_22_128_cell 12,A100401_22_128,1,1,,1,cell 12,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,69.066,1.116866,219.298246,3.608128,236.742424,12.070297,341.530055,9.67642,29.695281,39.22532,347.222222,12.998,6.05313,0.533043,9951.462,17.359598,12,111,215.690117,-1933.33748,-6.279963,2.34
A100401_22_128_cell 13,A100401_22_128,1,,,,cell 13,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,10.737999,0.364899,32.051282,17.536476,34.722222,17.118598,32.051282,0.306305,22.154135,4.840784,0,6.839,2.997302,0.12256,9990.183,20.875295,2,212,14.514806,0,-1.329863,4.84
A100401_22_128_cell 13,A100401_22_128,0,,,0,cell 13,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,30.868998,0.43562,33.333333,18.518519,31.328321,16.979082,33.333333,2.106292,21.881446,4.858913,0,12.272,5.799956,0.200388,9946.128,20.550501,2,208,14.814815,0,-1.367328,4.84
A100401_22_128_cell 13,A100401_22_128,0,,,0,cell 13,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,51,0.545654,0.238147,6.534923,1.706811,18.651149,1.706811,0.327023,11.634527,6.418838,0,-20.362,0.014925,0.001761,9956.454,20.516896,1,67,-6.296776,0,1.027403,4.84
A100401_22_128_cell 15,A100401_22_128,1,,,,cell 15,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,28.380999,0.680099,166.666667,0.098849,0.098849,166.666667,166.666667,0.098849,0,0,0,23.807,8.658462,2.475673,-20.193,21.450225,2,1,166.567818,27479.2974,0,2.05
A100401_22_128_cell 15,A100401_22_128,0,,,,cell 15,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,48.511998,0.763521,169.376694,0.157485,0.157485,0.157485,169.376694,0.223363,0.157485,0,0,23.624,8.157239,2.395996,6329.352,17.566863,2,1,169.219209,28670.24347,0,2.05
A100401_22_128_cell 15,A100401_22_128,0,,,,cell 15,1,wt,wt_ra2,0,0,,2,ra2,ra2,,,,68.643,0.772724,0.10755,0.080739,4.961499,4.961499,4.961499,0.080739,4.961499,0,0,23.39,8.263931,2.437906,174.942,16.977583,1,1,0.026811,0,0,2.05
A100401_22_128_cell 17,A100401_22_128,1,,,,cell 17,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,8.951712,0.73582,204.248366,0.050598,248.015873,19.993602,245.098039,0.050598,110.703037,59.678526,365.497076,10.022,4.085049,0.631151,329.382,17.870584,10,23,204.197768,2175.680375,-671.849843,2.25
A100401_22_128_cell 17,A100401_22_128,0,,,,cell 17,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,29.082,1.053259,132.696391,0.063255,179.597701,0.239431,173.611111,0.063255,87.616947,68.252542,293.42723,12.566,5.997392,0.664079,4284.198,17.836434,9,8,132.633136,-3565.091488,-1379.956289,2.25
A100401_22_128_cell 17,A100401_22_128,0,,,,cell 17,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,49.212999,1.249086,206.270627,0.067092,142.694064,40.21879,221.631206,0.067092,89.07224,44.297044,236.742424,12.335,5.386489,0.521838,114.975,17.33017,9,8,206.203536,-207.799262,-1695.581598,2.25
A100401_22_128_cell 18,A100401_22_128,0,,1,,cell 18,1,wt,wt_sa1,0,0,,3,sa1,NA,,,,8.316252,20.485038,25.499796,1.425866,22.4982,0.761369,25.499796,0.08316,12.609761,8.254336,0,-14.518,0.145934,-0.00955,8072.922,20.700727,2,41,24.07393,0,-3.63824,
A100401_22_128_cell 18,A100401_22_128,0,,1,,cell 18,1,wt,wt_sa1,0,0,,3,sa1,NA,,,,28.377999,0.434608,0.761369,1.014627,0.08316,1.019094,0.08316,0.094964,10.332118,6.699429,0,86.135,19.934786,1.006711,9603.207,20.441146,0,53,-0.253258,0,-1.907995,
A100401_22_128_cell 18,A100401_22_128,0,,1,,cell 18,1,wt,wt_sa1,0,0,,3,sa1,NA,,,,48.508998,0.398988,1.019094,1.210537,0.094964,2.334267,0.094964,0.111048,9.966281,5.958675,0,52.544,20.318451,0.88789,9705.696,20.342691,1,54,-0.191443,0,-1.625959,
A100401_22_128_cell 19,A100401_22_128,1,1,,1,cell 19,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,51.238998,0.726957,179.597701,37.268933,165.343915,33.174098,0.098972,0.098828,45.151304,13.569731,219.298246,27.008,11.66881,0.382289,9989.664,20.525432,6,427,142.328769,6423.777677,-3.326116,2.07
A100401_22_128_cell 19,A100401_22_128,0,,,0,cell 19,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,71.37,0.750158,181.15942,37.402753,165.343915,29.677113,0.098828,0.098764,42.607345,14.497978,221.631206,27.302,12.09538,0.375371,9980.022,20.064399,6,395,143.756667,6232.610199,-3.775353,2.07
A100401_22_128_cell 19,A100401_22_128,0,,,0,cell 19,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,91.500999,0.859244,179.597701,31.187625,165.343915,22.116065,179.597701,0.095182,41.220817,15.781267,206.270627,24.143,10.685846,0.320877,9321.039,20.136334,6,349,148.410076,6957.32865,-4.474114,2.07
A100401_22_130_cell 1,A100401_22_130,1,,,,cell 1,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,46.882998,0.791467,54.395126,0.071566,69.444444,34.549475,54.395126,0.071566,62.070958,43.244136,0,9.344,3.935306,0.050075,137.28,20.098549,4,7,54.32356,-1762.969395,-972.103453,
A100401_22_130_cell 1,A100401_22_130,0,,,,cell 1,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,61.014,0.691214,206.270627,0.070881,26.304714,26.304714,0.071566,0.070881,26.304714,0,206.270627,29.366,11.917086,0.104008,22.23,20.207177,2,1,206.199746,42532.8096,0,
A100401_22_130_cell 1,A100401_22_130,0,,,,cell 1,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,75.144999,0.738987,0.070881,0.056444,0.056444,0.070881,0.070881,0.056444,0,0,0,49.391,18.976095,0.208678,-0.609,19.715083,1,1,0.014437,0,0,
A100401_22_130_cell 2,A100401_22_130,0,,,,cell 2,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,8.574,0.271454,96.450617,0.07174,156.641604,6.748731,39.160401,0.07174,81.695168,105.990267,0,8.87,3.918719,0.156539,149.334,19.208999,4,2,96.378877,5525.676725,0,
A100401_22_130_cell 2,A100401_22_130,1,,,,cell 2,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,22.704999,0.027425,157.828283,0.070997,127.811861,127.811861,91.374269,0.070997,127.811861,0,0,7.583,3.014342,0.079836,3.855,19.844963,6,1,157.757286,3992.805019,0,
A100401_22_130_cell 2,A100401_22_130,0,,,,cell 2,1,wt,wt_ra1,0,0,,1,ra1,ra1,,,,36.835998,0.186021,99.681021,0.070937,75.21059,75.21059,50.200803,0.070937,75.21059,0,0,7.976,3.371275,0.08371,1.224,20.006271,4,1,99.610083,4932.238589,0,
A100401_22_136_cell 1,A100401_22_136,0,,,0,cell 1,1,wt,wt_sa2,0,0,bad_descrim,4,sa2,sa2,,,,10.518999,1.577473,6.237525,25.161031,2.436647,23.918867,2.436647,23.918867,27.431682,6.408007,0,145.103,19.34705,0.903378,10004.943,19.520533,0,249,-18.923506,0,-1.400095,
A100401_22_136_cell 1,A100401_22_136,0,,,0,cell 1,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,24.649998,1.822583,51.824212,25.783828,60.738581,23.434571,0.243727,0.243136,29.339512,7.143796,0,26.888,11.787893,0.452501,9996.744,20.993915,2,268,26.040384,2673.117995,-1.825483,
A100401_22_136_cell 1,A100401_22_136,0,,,0,cell 1,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,38.781,1.658953,56.766576,34.83835,65.92827,24.742676,0.243136,22.069209,32.867409,6.893385,0,28.67,12.32718,0.443378,9975.486,20.869118,2,310,21.928226,3208.642146,-1.794168,
A100401_22_136_cell 1,A100401_22_136,1,1,,,cell 1,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,38.781,1.658953,56.766576,34.83835,65.92827,24.742676,0.243136,22.069209,33.37134,6.067031,0,28.67,12.32718,0.443378,9975.486,20.869118,2,325,21.928226,3208.642146,-1.814608,
A100401_22_136_cell 2,A100401_22_136,1,,,,cell 2,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,9.441999,1.628633,18.258837,17.685342,23.355755,16.869096,18.258837,16.869096,17.596005,2.073036,0,25.655,11.20746,0.135463,10001.415,20.90563,1,174,0.573495,0,-0.458434,
A100401_22_136_cell 2,A100401_22_136,0,,,0,cell 2,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,23.572998,1.845482,15.628907,16.828218,24.654832,16.951451,24.654832,1.07727,16.704465,1.981014,0,20.384,8.968821,0.09566,9980.832,20.567757,1,165,-1.19931,0,-0.410672,
A100401_22_136_cell 2,A100401_22_136,0,,,0,cell 2,1,wt,wt_sa2,0,0,,4,sa2,sa2,,,,37.704,1.863987,11.497425,13.70614,3.138968,13.616558,3.138968,0.91563,13.761794,4.206854,0,144.566,19.843093,0.282746,9985.782,21.059673,0,90,-2.208716,0,0.651418,
A100401_22_143_cell 2,A100401_22_143,0,,,,cell 2,1,wt,wt_ra2,0,0,,2,ra2,,,,,70.892073,26.775801,0.092751,0.099227,0.099227,0.092751,0.099227,0.099227,0,0,0,0.112.451,1.276213,0.013008,-62.451,28.052014,1,1,-0.006476,0,0,
A100401_22_143_cell 2,A100401_22_143,0,,,,cell 2,1,wt,wt_ra2,0,0,,2,ra2,,,,,86.004999,6.327078,0.197859,0.099237,0.099237,0.197859,0.099237,0.099237,0,0,0,6.671,26.611927,0.231503,-43.329,32.939005,1,1,0.098622,0,0,
A100401_22_143_cell 2,A100401_22_143,1,,,,cell 2,1,wt,wt_ra2,0,0,,2,ra2,,,,,101.136,6.321125,0.197821,0.099235,0.099235,0.197821,0.099235,0.099235,0,0,0,7.67,30.520857,0.235129,-42.33,36.841983,1,1,0.098586,0,0,
A100401_22_144_cell 3,A100401_22_144,0,,,,cell 3,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,135.858999,0.668118,0.078816,0.067801,0.041981,0.041981,0.041981,0.067801,0.041981,0,0,430.703,19.927251,0.768039,380.703,20.595369,0,1,0.011015,0,0,1.51
A100401_22_144_cell 3,A100401_22_144,0,,,,cell 3,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,150.99,0.710779,0.067801,0.075187,29.804483,4.418522,0.067801,0.075187,17.23837,7.160641,0,48.758,19.110025,0.56683,1830.438,20.579383,1,25,-0.007386,0,-12.845012,1.51
A100401_22_144_cell 3,A100401_22_144,1,,,,cell 3,1,wt,wt_sa1,0,0,,3,sa1,sa1,,,,166.120998,0.614164,0.075187,0.074314,32.199897,8.125325,0.075187,0.074314,18.765077,7.363839,0,49.664,19.226804,0.548101,1675.68,20.048594,1,26,0.000872,0,-16.498371,1.51
